customer_id,first_name,last_name,street,city,region,postal_code,country,phone,email,tax_id,account_group,sales_org,distribution_channel,division,currency,payment_terms,credit_limit,language,created_date,gender,age,payment_method
C130566,Centa,Walter,Süßebierplatz 7-8,Bremervörde,Saarland,67225,DE,+49 162 7987517,centa.walter@icloud,99643563635,Z002,2000,20,00,EUR,NT00,0,DE,2022-03-13,Female,34.0,Credit Card
C282863,Ayşenur,  Şener ,6842 Yaman Tunnel,Konya,Central Anatolia,36687,TR,+905638569844,ayşenur.şener@gmail.com,26824002191,Z002,1000,10,00,TRY,NT00,5000,TR,2024-03-15,Male,48.0,Debit Card
C111240,Dorukhan,Gül,5153 Türk Estates,Izmir,Unknown,90003,TR,+90 577 662 7662,dorukhan.gül@hotmail.com,51856231328,Z001,1000,10,00,TRY,NT45,25000,TR,2020-01-21,Male,55.0,Credit Card
C218694,Maynur,Tarhan,05116 Erdoğan Lodge Apt. 063,Gaziantep,Mediterranean,93770,TR,+90 594 530 9100,maynur.tarhan@hotmail.com,40029588657,Z002,1000,10,00,TRY,NT00,0,TR,2024-01-27,Female,58.0,Credit Card
C282221,ŞEMSETTIN,Manço,643 Şensoy Motorway,Antalya,Aegean,27339,TR,+90 559 734 4095,Şemsettin.Manço@Outlook.Com,28840083264,Z001,1000,10,00,TRY,NT00,1000,TR,2020-07-30,Female,36.0,Cash
C113054,Nilcan,Akçay,4442 Korutürk Ranch,Gaziantep,Central Anatolia,74165,TUR,+90 513 114 9856,nilcan.akçay@gmail.com,88530387450,Z002,1000,10,00,TRY,NT45,5000,TR,2021-07-05,Female,57.0,Debit Card
C541204,Ljubica,Scheuermann,Marko-Niemeier-Straße 7,Bamberg,Saarland,20061,DE,,ljubica.scheuermann@hotmail.com,86317155467,Z001,1000,10,00,EUR,NT60,5000,DE,17/01/2024,Female,39.0,Credit Card
C787385,Alanalp,Öcalan,3985 Meveddet Island,Ankara,Marmara,13801,TR,+90 507 700 8955,alanalp.öcalan@outlook.com,53532684127,Z001,1000,10,00,TRY,NT00,5000,TR,2020-10-24,Female,20.0,Credit Card
C201635,Cebesoy,Ertaş,3371 Bilir Forks,Izmir,Black Sea,43583,TR,+90 542 925 9655,cebesoy.ertaş@yahoo.com,29558758375,ZKAM,1000,10,00,TRY,NT00,1000,TR,2023-11-24,Female,32.0,Credit Card
C170203,William,Gutierrez,012 Diana Extension Apt. 096,New Paulborough,Johnhaven,51144,FR,-,william.gutierrez@hotmail.com,FR40735103780,Z001,1000,10,00,EUR,NT00,1000,EN,2022-09-07,Man,30.0,Credit Card
C475957,Hürdoğan,Akçay,30260 Muhammet Ports Apt. 508,Bursa,Aegean,23102,TR,+90 505 514 1744,hürdoğan.akçay@gmail.com,45740310798,Z001,1000,10,00,TRY,NT00,0,TR,2024-12-19,Female,29.0,Credit Card
C197804,Amaç,Şafak,281 Hançer Burg,Antalya,Aegean,72434,TR,+90 590 227 3767,amaç.şafak@gmail.com,06403694437,Z001,1000,10,00,TRY,NT00,1000,TR,2023-07-28,Male,41.0,Credit Card
C192788,Ernest,Zirme,Rörrichtplatz 11,Helmstedt,Schleswig-Holstein,49346,DE,,ernest.zirme@hotmail.com,,Z001,2000,20,00,EUR,NT30,0,DE,2024-02-08,Male,42.0,Credit Card
C134165,Burcuhan,Zengin,54369 Türk Ways Apt. 551,Istanbul,Mediterranean,23092,TR,Unknown,burcuhan.zengin@icloud.com,50264369184,Z002,1000,10,10,TRY,NT00,1000,TR,2024/05/22,FEMALE,50.0,Credit Card
C306273,Atiyye,Yüksel,60823 Yazgül Center Suite 462,Ankara,Black Sea,79676,Turkey,,atiyye.yüksel@icloud.com,79222063716,Z002,1000,10,00,TRY,NT30,5000,TR,2024-02-17,Female,33.0,Credit Card
C839644,Dorle,Fritsch,Gotthilf-Reising-Allee 62-70,Borken,Saarland,49135,DE,+49 175 7418168,,35681367310,Z001,2000,10,00,EUR,NT00,1000,DE,2022-07-07,Female,39.0,Debit Card
C202900,Dolun,Öcalan,3869 Müferrih Lodge Apt. 258,Bursa,Aegean,66572,TR,+90 572 695 4903,dolun.öcalan@icloud.com,23092070829,ZKAM,1000,10,00,TRY,NT15,0,TR,2022-01-24,Female,21.0,Debit Card
C273636,Onurcan,Zorlu,580 Fırat Lodge Apt. 440,Ankara,Mediterranean,17274,TR,05251776221,onurcan.zorlu@icloud,00205875033,Z001,1000,10,00,TRY,NT00,5000,TR,2020-03-24,Female,38.0,Cash
C194818,Sadeti,Türk,8383 Sarya Crest,Bursa,Marmara,73832,TR,+90 574 549 7135,sadeti.türk@gmail.com,37339025908,ZKAM,1000,20,00,TRY,NT00,5000,TR,2023-10-27,Female,55.0,Credit Card
C126810,Güzey,Karadeniz,9743 Arsoy Plains,Bursa,Marmara,08145,TR,+90 574 590 8080,N/A,39602923851,ZKAM,3000,10,00,TRY,NT00,0,TR,2022-10-11,Female,59.0,Debit Card
C213886,Sayrak,Zengin,1372 Umman Spur,Bursa,Black Sea,54674,TR,+90 505 580 7776,Sayrak.Zengin@Icloud.Com,71177261982,Z002,3000,10,00,TRY,NT00,10000,TR,13.02.2021,Male,32.0,Cash
C211327,Oğurata,Akça,0974 Salurbay Terrace,Istanbul,Aegean,19094,Turkey,+90 550 192 3179,oğurata.akça@hotmail.com,75308292145,Z001,2000,20,00,TRY,NT00,1000,TR,2023-07-07,Female,49.0,Debit Card
C194062,Üzer,  Alemdar ,38755 Gülenay Garden Suite 598,Bursa,,83175,TR,+90-527-829-7824,üzer.alemdar@gmail.com,00771701041,Z001,1000,10,00,TRY,NT30,5000,TR,2024-05-02,Male,32.0,Cash
C732656,Nazende,Akgündüz,816 Tanpınar Parkway Suite 692,Ankara,Central Anatolia,47307,TR,0584 444 2066,nazende.akgündüzgmail.com,68986119924,Z002,1000,10,00,TRY,NT45,10000,TR,2023-10-09,Female,19.0,Debit Card
C888641,Gülşa,Dumanlı,69779 Laika Groves,Istanbul,Marmara,84982,TR,+90 539 453 2578,gülşa.dumanlı@hotmail.com,03700172022,ZKAM,1000,10,00,TRY,NT45,0,TR,2020-08-23,Male,20.0,Credit Card
C204875,Gökperi,Erdoğan,438 Hasret Gateway,Ankara,Black Sea,67906,TR,+90 562 166 8833,gökperi.erdoğan@yahoo.com,89995173405,Z002,1000,10,00,TRY,NT00,5000,TR,2022-10-09,Female,43.0,Credit Card
C110853,Tunçkılıç,Akça,994 Akar Summit Apt. 450,Adana,Marmara,90089,TR,+90 574 199 3307,tunçkılıç.akça@yahoo.com,04767735790,Z001,1000,20,00,TRY,NT00,-1000,TR,2022-05-24,Male,23.0,Debit Card
C494694,Ergönül,  Yorulmaz ,48882 Özdoğdu Tunnel Suite 551,Bursa,Aegean,50486,TR,,ergönül.yorulmaz@icloud.com,09025715126,ZKAM,1000,10,10,TRY,NT00,0,TR,2024-05-02,Female,69.0,Credit Card
C220423,İmren,Akçay,783 Akdeniz Lights,Ankara,Mediterranean,93329,TR,+90 503 644 3093,i̇mren.akçay@hotmail.com,TBD,Z001,1000,10,00,TRY,NT00,0,TR,2023-12-17,Male,52.0,Debit Card
C268305,Bağdaş,Ertaş,77755 Zengin Stravenue,Konya,Central Anatolia,77724,TR,+90 594 228 2201,,49473070617,Z001,2000,10,00,TRY,NT30,0,TR,2024-10-08,Female,42.0,Cash
C238126,Samahat,  Akgündüz ,18754 Sezer Estate,Antalya,Marmara,50262,TR,+90 510 573 5491,samahat.akgündüz@outlook.com,09435102663,Z002,1000,20,00,TRY,NT00,0,TR,2023-08-08,Male,69.0,Credit Card
C160141,Türabi,Durmuş,886 Sezer Village,Adana,Mediterranean,08183,TR,+90 543 967 6802,türabi.durmuş@gmail.com,34045617056,ZKAM,2000,10,00,TRY,NT60,0,TR,2023-08-14,Male,40.0,Cash
C178423,  Brent ,Parks,9012 Hansen Mews Apt. 554,Stevenfurt,Melissaside,42476,GB,+1 451-852-7646,brent.parks@outlook.com,GB745846561,Z001,1000,10,10,GBP,NT45,0,EN,07-12-2021,Female,43.0,Credit Card
C272093,Zehranur,Tarhan,055 Öcalan Walks,Bursa,Marmara,60994,TR,+90 529 978 9938,zehranur.tarhan@icloud.com,26177946503,Z001,1000,10,00,TRY,NT00,0,TR,2023-04-23,Female,56.0,Debit Card
C244045,Julia,Albers,Alberto-Steuer-Allee 24-18,Mellrichstadt,Berlin,59352,DE,,julia.albers@yahoo.com,33827659481,Z001,2000,10,00,EUR,NT30,1000,DE,2024-12-30,Female,48.0,Credit Card
C111375,Nevsal,DURAN,293 Faize Cliff,Gaziantep,Aegean,14568,TR,+90 505 448 7794,nevsal.duran@gmail.com,07235008465,Z001,1000,10,00,TRY,NT00,1000,TR,2023-01-07,Female,51.0,Debit Card
C234292,Velitdin,Türk,118 Soylu Courts,Izmir,Marmara,76535,TR,+90 532 888 5161,velitdin.türk@icloud.com,68526682910,Z002,2000,10,00,TRY,NT00,25000,TR,2020-03-28,Female,53.0,Debit Card
C235372,Rebecca,Jackson,846 Brian Turnpike Apt. 128,Port Cameron,Jenniferfort,55689,GB,+1 977-961-2589,rebecca.jackson@outlook.com,GB568335465,Z002,1000,20,00,GBP,NT30,5000,EN,2024-09-20,Male,35.0,Credit Card
C672203,Vefia,İnönü,166 Oğurata Well Apt. 532,Bursa,Marmara,58360,TR,+90 590 978 9375,-,47269822144,Z001,1000,10,00,TRY,NT00,0.0,TR,2024-12-28,Male,34.0,Cash
C128894,Şöhret,Ergül,22810 Misra Island Apt. 062,Ankara,Aegean,26022,turkey,+90 596 663 8405,şöhret.ergül@gmail.com,27004631541,Z001,1000,20,00,TRY,NT60,0,TR,2023/01/04,Female,52.0,Credit Card
C262592,Tomas,Misicher,Kristiane-Harloff-Ring 211,Staßfurt,Bremen,70937,germany,+49 159 1911787,tomas.misicher@gmail.com,97956605171,Z002,1000,20,00,EUR,NT00,5000,DE,2020-10-12,Male,57.0,Cash
C238643,Zülgarni,Akar,737 Seracettin Neck Suite 248,Antalya,Mediterranean,37237,TR,+90 513 513 5302,zülgarni.akar@icloud.com,77932956010,Z001,1000,10,00,TRY,NT15,10000,TR,2020-01-15,Female,67.0,Debit Card
C306107,Gülbiye,DumanlÄ±,2367 Pembesin Path,Antalya,Marmara,24905,TR,+90 517 513 9587,N/A,53300068997,ZKAM,1000,20,00,TRY,NT30,5000,TR,2021-06-10,Male,59.0,Debit Card
C145751,  Axel ,Trüb,Anna-Maria-Pölitz-Weg 0,Mühlhausen,Hamburg,92603,DE,(155) 554-8278,axel.trüb@gmail.com,70859764504,Z001,1000,20,00,EUR,NT30,1000,DE,2021-07-07,Female,31.0,Credit Card
C425059,Günkurt,Öcalan,6540 Yekbun Walk Suite 976,Konya,,53269,TR,+90 546 758 6431,günkurt.öcalan@,02130090070,Z001,1000,20,00,TRY,NT60,0,TR,2022-08-30,Female,68.0,Cash
C723931,Aysuna,Ülker,8724 Akçay Manor Apt. 199,Adana,Mediterranean,73047,TR,+90 508 873 9677,aysuna.ülker@icloud.com,55842261390,Z001,1000,10,00,TRY,NT15,0,TR,"Jun 24, 2020",Female,32.0,Cash
C683689,Annedore,Döhn,Kobeltallee 4/5,Sigmaringen,Rheinland-Pfalz,72504,DE,1574889761,annedore.döhn@hotmail.com,,Z002,1000,10,00,EUR,NT30,1000,DE,2022-01-16,Female,26.0,Cash
C259192,Nurseda,Akar,1100 Akar Crossing Suite 428,Izmir,Mediterranean,40381,turkey,+90 535 912 8653,nurseda.akar@hotmail.com,18572765127,Z001,1000,10,00,TRY,NT30,0,TR,2022-02-26,Male,34.0,Credit Card
C199915,Nurda,Seven,9733 Tevetoğlu Junction,Izmir,Central Anatolia,35869,TR,,nurda.seven@icloud.com,40311470600,Z002,1000,10,00,TRY,NT00,0,TR,01/12/2022,Female,31.0,Cash
C176540,Madeline,Cherry,77368 Megan Crest,Brownfort,CT,91541,America,738.764.1518,madeline.cherry@outlook.com,94-8604399,Z001,1000,10,00,USD,NT15,1000,EN,08/10/2023,Female,-5,Debit Card
C845337,Suphi,Şafak,223 Kasim Pike Suite 232,Ankara,Marmara,68256,TUR,+90 549 993 7327,suphi.şafak@yahoo.com,97551003369,ZKAM,1000,10,00,TRY,NT30,5000,TR,24.03.2021,Male,33.0,Cash
C158443,DANIŞ,Arsoy,734 Akalan Oval,Istanbul,Mediterranean,36153,TR,05971959413,danış.arsoy@outlook.com,18765105263,ZKAM,1000,10,00,TRY,NT00,1000,TR,2022-02-23,Female,41.0,Cash
C256873,Rochus,Rädel,Wähnerallee 6,Heinsberg,Hessen,05063,DE,+49 167 8738391,rochus.rädel@outlook.com,84171508383,ZKAM,1000,20,00,EUR,NT15,0,DE,2024-06-09,Male,51.0,Credit Card
C263332,Trevor,Jackson,823 Harvey Way,Rubenport,ND,77408,US,+1 921-605-7619,trevor.jackson@gmail.com,79-3616006,Z001,2000,10,00,USD,NT30,50000,EN,2022-07-23,Male,62.0,Cash
C297534,Tanpınar,Akçay,975 Galip Garden,Antalya,Black Sea,21217,TR,+90-588-298-7773,tanpınar.akçay@gmail.com,75325637558,Z001,1000,10,00,TRY,NT00,5000,TR,2021-02-15,Male,41.0,Cash
C567374,Kanpulat,Korutürk,1243 Fırat Turnpike,Adana,Black Sea,90311,TR,+90 544 821 8578,KANPULAT.KORUTÜRK@ICLOUD.COM,40117255819,Z001,1000,10,00,TRY,NT30,0,TR,2023-12-15,Female,59.0,Cash
C126598,Nicholas,Stone,3236 Lopez Shores Apt. 774,Williamstown,Mooreton,57293,England,+1 774-647-7467,nicholas.stone@hotmail.com,,Z002,2000,20,00,GBP,NT00,5000,EN,11-19-2022,Male,33.0,Cash
C146973,Tunçkılıç,Akar,3043 Hudavent Crossing Suite 645,Ankara,Aegean,70326,TR,+90 532 135 1715,,07256165262,ZKAM,1000,10,00,TRY,NT30,5000,TR,2021-05-19,Male,61.0,Credit Card
C284740,MAX,Jüttner,Mariola-Drewes-Allee 2/4,Kleve,Mecklenburg-Vorpommern,21469,DE,1724812249,max.jüttner@outlook.com,28890154677,ZKAM,3000,10,00,EUR,NT00,5000,DE,2023-08-29,male,43.0,Cash
C238969,Eral,Akça,51034 Feyruz Ridges Suite 485,Izmir,Black Sea,72360,TÜRKİYE,5261967603,eral.akça@outlook.com,76243558889,Z001,1000,10,00,TRY,NT60,10000,TR,2021-07-22,Female,40.0,Cash
C308191,Demirok,Tevetoğlu,74136 Hançer Overpass Apt. 823,Istanbul,Black Sea,71505,TR,05567289260,demirok.tevetoğlu@icloud.com,92063460525,Z001,1000,10,00,TRY,NT15,,TR,2022-08-02,Male,37.0,Credit Card
C148710,Çağveren,Yaman,46448 Sakarya Shoal,Bursa,Mediterranean,49665,TR,+90 583 966 1350,çağveren.yaman@hotmail.com,05504927973,Z001,1000,20,00,TRY,NT30,0,TR,2024-12-20,Female,56.0,Debit Card
C157693,,Gül,5217 Yaman Tunnel Suite 226,Gaziantep,,85847,TR,+90 597 480 6568, soykut.gül@icloud.com  ,79335757881,Z001,1000,10,00,TRY,NT45,,TR,2020-04-27,Female,58.0,Cash
C298423,  Soydaner ,Ertaş,075 Sakarya Fall,Konya,Central Anatolia,64969,TR,+90 594 135 8577,soydaner.ertaş@icloud.com,25153108335,Z001,1000,20,00,TRY,NT60,0,TR,2021-11-27,Female,52.0,Credit Card
C358305,Duracan,Zengin,262 Zeride Keys Suite 339,Gaziantep,Central Anatolia,63227,TR,+905932801946,duracan.zengin@hotmail.com,71710883463,Z001,1000,10,00,TRY,NT60,0,TR,2023-03-17,Woman,28.0,Credit Card
C261803,Zihni,Güçlü,6622 Şama Row Apt. 190,Istanbul,Central Anatolia,55766,TR,+90 583 503 6681,Unknown,47912269375,Z001,1000,10,00,TRY,NT45,5000,TR,2021-11-02,Female,48.0,Cash
C264380,Ertuncay,Arslan,41659 Turabi Center Apt. 615,Konya,Mediterranean,55442,TR,+90 569 115 9490,ertuncay.arslan@outlook.com,35829348570,Z001,1000,10,00,TRY,NT30,0,TR,2023-11-10,Male,41.0,Credit Card
C652679,Anka,Tevetoğlu,481 Neptün Path,Antalya,Marmara,20644,TR,+90 547 277 5912,anka.tevetoğlu@hotmail.com,94241903359,ZKAM,1000,10,00,TRY,NT00,50000,TR,2021-03-20,Male,29.0,Credit Card
C147138,Asalet,Akgündüz,131 ManÃ§o Pass Suite 802,Adana,Mediterranean,616,TR,+90 580 170 9789,asalet.akgündüz@gmail.com,57893427615,ZKAM,1000,20,00,TRY,NT00,50000,TR,2021-10-12,Male,34.0,Cash
C238295,Kübran,Şensoy,054 Taşar Freeway,Adana,Mediterranean,62522,TR,+90 531 875 3734,kübran.şensoy@outlook.com,56544640128,ZKAM,1000,20,00,TRY,NT00,5000,TR,06-15-2021,Female,34.0,Cash
C238449,Ayşenur,Ertaş,86682 Zorlu Glens,Adana,Mediterranean,53441,TR,0540 500 1088,NULL,04857715206,Z001,2000,10,00,TRY,NT30,1000,TR,2021-02-26,Male,51.0,Cash
C318329,Elvan,Yılmaz,0893 Çorlu Stravenue,Bursa,Central Anatolia,91545,TR,+90 574 811 5475,,26819081572,Z001,3000,10,00,TRY,NT15,0,TR,2022-08-25,Female,64.0,Cash
C280739,Niklas,Börner,Speerallee 79-87,Herzberg,,48403,DE,160.256.4981,niklas.börner@gmail.com,71533179474,Z001,1000,20,00,EUR,NT00,0,DE,2024-06-09,Male,24.0,Credit Card
C393584,rene,,Kadegasse 2,Querfurt,Hamburg,85867,DE,+49 159 1755977,rene.mosemann@icloud.com,75934204949,ZKAM,2000,10,10,EUR,NT00,-1000,DE,2021-09-19,Male,33.0,Credit Card
C244135,Canan,Sezgin,895 Taşar Walk Apt. 202,Gaziantep,Aegean,06444,TR,+90 557 435 2787,canan.sezgin@icloud.com,41618913528,Z001,1000,10,00,TRY,NT00,0,TR,2022-01-12,Male,46.0,Credit Card
C233793,Serda,İnönü,3770 Ulutay Light Suite 690,Izmir,,90339,TR,+90 563 130 8937,serda.i̇nönü@yahoo.com,85110342822,ZKAM,1000,20,00,TRY,NT30,0,TR,2022-09-12,Female,39.0,Credit Card
C913910,Günaydin,Eraslan,645 İnsaf Green,Konya,Aegean,69605,TR,(511) 267-4888,günaydin.eraslan@yahoo.com,77097865759,Z002,3000,10,00,TRY,NT30,25000,TR,2020-08-26,Female,39.0,Credit Card
C337974,Vecide,çetin,633 Demir Unions Apt. 781,Ankara,Central Anatolia,66468,TR,+90 562 436 8698,vecide.çetin@hotmail.com,52094978081,Z001,1000,10,00,TRY,NT30,0,TR,2021-01-13,Female,37.0,Debit Card
C919731,Sezal,Manço,8595 İldem Keys Apt. 286,Ankara,Black Sea,57910,tr,+90 500 632 1973,sezal.manço@icloud.com,39356166567,ZKAM,1000,10,00,TRY,NT00,1000,TR,2022/02/16,2,45.0,Cash
C192327,Şükri,Soylu,77188 İnönü Divide,Izmir,Mediterranean,56292,TR,+90 539 164 2584,şükri.soylu@outlook.com,95100915668,Z002,1000,20,00,TRY,NT30,0,TR,2023-06-08,Male,52.0,Cash
C846495,Aynilhayat ,Demir,59684 Günver Ports,Adana,Aegean,96967,TR,+90 550 691 2111,aynilhayat.demir@hotmail.com,06571104936,ZKAM,1000,10,00,TRY,NT30,5000.0,TR,2024-03-07,Male,58.0,Credit Card
C815579,Erem,Hançer,20070 Cüneyit Grove Apt. 435,Konya,Mediterranean,05133,TR,,erem.hançer@icloud.com,34741533744,ZKAM,1000,10,00,TRY,NT00,0,TR,2022-08-19,Female,44.0,Cash
C296170,Semender,Türk,68650 Baba Court Suite 175,Istanbul,Black Sea,38827,TR,+90 506 904 5905,semender.türk@gmail.com,76826889759,Z001,2000,10,10,TRY,NT00,0,TR,2022-11-28,Female,52.0,Credit Card
C315246,Gary,Gray,2585 Douglas Well Suite 009,South Erika,New Tammyport,41851,GB,+1 409-303-6044,gary.gray@hotmail.com,GB838645770,ZKAM,1000,10,00,GBP,NT00,1000,EN,2020-11-12,Male,59.0,Debit Card
C199378,Altınçiçek,Şama,397 Tansev Glens,Istanbul,Mediterranean,70790,TR,+90 536 139 4398,altınçiçek.şama@yahoo.com,26441835801,Z002,1000,10,00,TRY,NT30,0,TR,"Jun 16, 2022",Female,29.0,Cash
C184401,Ticen,Demir,319 İhsan Flat Apt. 018,Antalya,Black Sea,1324,TR,+90 537 594 7632,ticen.demir@yahoo.com,91240338517,Z002,1000,10,00,TRY,NT00,5000,TR,2020-11-05,Female,5,Cash
C118933,Beriye,Türk,892 Esengün Square Apt. 974,Adana,Mediterranean,28418,TR,+90 599 117 7489,beriye.türk@yahoo.com,45215062787,Z001,1000,10,00,TRY,NT60,0,TR,2020/05/28,f,58.0,Cash
C328424,Kriemhild,Speer,Burkard-Mälzer-Weg 478,Gießen,Bayern,06254,germany,1554064156, kriemhild.speer@yahoo.com  ,65454933389,Z001,1000,10,10,EUR,NT00,1000,DE,2022-05-22,Female,54.0,Debit Card
C157851,Dilfeza,Hançer,718 Pirahmet Creek,Bursa,Central Anatolia,23731,TR,?,dilfeza.hançer@hotmail.com,58493284169,Z001,2000,10,00,TRY,NT30,25000,TR,2023-02-27,Female,33.0,Credit Card
C509738,Jeff,Farmer,95250 Wood Village Suite 230,Johnsonberg,East Josephland,14230,GB,+1 390-290-5846,jeff.farmer@hotmail.com,GB865982448,Z001,1000,10,10,GBP,NT00,0,EN,2020-11-25,Female,47.0,Credit Card
